handle,title,vendor,product_category,type,tags,published,sku,grams,price,compare_at_price,requires_shipping,taxable,image_src,description,brand,features,material,returns,warranty,product_url
faber-hob-superia-ht904-br-ai-4-burner-auto-ignition-spillage-proof-gas-hob-top,Faber Hob Superia HT904 BR AI 4 Burner Auto-Ignition Spillage Proof Gas Hob Top,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances,Hob Top,Kitchen Tools,True,KICH0009,0,19500,27990,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1_1cbbcf28-5df3-41c7-a942-e5f5ad62605c.jpg?v=1716907014,"Buy original Faber Hobs at wholesale price in Better Home. Safety: Faber hobs tout anti-leak technology for safety.
Performance: They offer high-performance burners for efficient cooking.
Material: Many Faber hobs feature a sleek and durable black glass top for easy cleaning.
Ignition: Come with electric ignition.",Faber,"Unlock the power of 3Es Efficient, Elegant and Effective which improve your cooking experience. 

Width : 90Cm
Burner : 4 Brass Burners
Burner Type : 1 X 3.3 Kw Triple Ring Dual Flame Burner 2 X 2 Kw Double Ring Burner 2 X 1.6 Kw Double Ring Burner
Pan Support : Black Enameled Pan Support
Finish : Toughened Black Glass, 7 MM
Control : In-Built Auto Electric, Battery Operated
Product Dimension (WxDxH) (mm) : 860x450x56 mm
Cut Out Dimensions (WxD) (mm) : 840x430 mm",,Immediately return goods on delivery in case of any damages found.,"1 Year Comprehensive, 2 Years On Burners, 5 Years On Glass And Valve manufacturer warranty",https://betterhomeapp.com/products/faber-hob-superia-ht904-br-ai-4-burner-auto-ignition-spillage-proof-gas-hob-top
faber-hood-zenith-fl-sc-ac-bk-90-autoclean-filterless-90-cm-chimney,Faber Hood Zenith FL SC AC BK 90 Autoclean Filterless 90 cm Chimney,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances,Chimney,Electricals,True,KICH0008,0,28500,41990,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/15006_17137039-443f-4c24-958e-e362d3928486.png?v=1716899341,"This model is popular among elders who do not want advanced features like hand gestures and remote. Auto clean helps in getting rid of oil particles itself with one touch. It prevents oil and grease particles which affect the suction power of chimney. This Faber chimney price starts from 27,500. While the cost of faber chimney could vary in different websites, we ensure genuine price from Faber itself.Faber auto clean chimney is a popular product among the Faber 90 cm chimneys.We ensure the Faber kitchen chimney price fits your budget.",Faber,"This model is popular amount those who like advanced features like hand gestures.
This slant chimney is suitable for 2-4 burner stove with a suction capacity of 1350 m3/hr(for kitchen size from 100 to 200 soft and heavy frying/grilling.

Mounting Type : Wall Mounted
Width : 90Cm
Suction : 1350 m3/hr
Function Type : Heat Auto Clean
Filter Type : Filterless
Finish : Black Tempered Glass
Control : 3 Speed Gesture
Lamp: 2x 1.5W LED
Product Dimension (WxDxH) (mm) : 895x340x850 mm",,Immediately return goods on delivery in case of any damages found.,"5 years on Product, 12 years on motor manufacturer warranty",https://betterhomeapp.com/products/faber-hood-zenith-fl-sc-ac-bk-90-autoclean-filterless-90-cm-chimney
atomberg-aris-starlight-ceiling-fan,Atomberg Aris Starlight IOT Enabled 1200 mm BLDC Motor with Remote 3 Blade Ceiling Fan,Better Home,Uncategorized,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELCE1343-24792276,0,7999,12060,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20230202atombergarisstarlightamzpli-ma_white_2.jpg?v=1720721903,,Atomberg,"Model Name : Aris Starlight
  Color : Dark Teakwood / Marble White
  Room Type : Living Room Bedroom Dining Room
  Special Feature: Led Remote IOT Enabled Underlight
  Wattage: 39 Watts
  Finish Type: ABS
  No.of Blades: 3
  Air Delivery (CMM): 245 CMM
  Blade Length: 120 cm
  Speed: 280 RPM
  Item Weight: 5.2 Kilograms
  Voltage: 165 - 285 V
  Specification Met : 5 Star Rated
 Control Method : IoT
 Light Type : Underlight
 Blade Material: ABS",,Immediately return goods on delivery in case of any damages found.,3 Years Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-aris-starlight-ceiling-fan
jaquar-aquamax-concealed-body-of-thermostatic-shower-mixer-with-2-way-diverter-ald-chr-681-copy,Jaquar Arc Joystick Basin Mixer ARC-CHR-87011B,Better Home,Home & Garden > Bathroom Accessories,Faucet,Bathroom and Kitchen fixtures,True,Dummy,0,9050,9050,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/JaquarArc.jpg?v=1714632305,,Jaquar,Finish: Chrome,,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-aquamax-concealed-body-of-thermostatic-shower-mixer-with-2-way-diverter-ald-chr-681-copy
jaquar-concealed-body-for-single-lever-high-flow-diverter-ald-chr-079n-copy,Jaquar Aquamax Concealed Body of Thermostatic Shower Mixer with 2-way diverter ALD-CHR-681,Better Home,Home & Garden > Bathroom Accessories,Bath Fittings,Bathroom and Kitchen fixtures,True,Dummy,0,11700,11700,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jaquar1.jpg?v=1714385685,,Jaquar,Finish: Chrome,,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jaquar-concealed-body-for-single-lever-high-flow-diverter-ald-chr-079n-copy
jsw-neosteel-550-d,JSW NEOSTEEL 550 D,Better Home,Hardware > Building Materials,TMT Bar,"Bathroom and Kitchen fixtures, JSW, NEOSTEEL 550 D",True,Dummy,0,0,0,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/JSWsteel.jpg?v=1714191392,,JSW,"HIGHEST LEVEL OF PURITY
BEST BONDING WITH CEMENT
CONSISTENT QUALITY ACROSS THE BAR",,,,https://betterhomeapp.com/products/jsw-neosteel-550-d
ars-crs-550d-tmt-bars,ARS CRS 550D TMT Bars,Better Home,,Unknown,,True,Dummy,0,0,0,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ARS.jpg?v=1714067235,,ARS,"Price will vary everyday. Please get a quote for the latest price.
 Highest Corrosion Resistance CRE -0.5% Min
 High Earthquake Resistance - Ductility 16 to 18%
 High Strength/Grade 560 N/mm2 to 600 N/mm2
 Highest Bonding with concrete - innovative angular lugs
 Increases the life/durability of building by 3 times
 Higher fire resistance - FRE - 0.18
 Higher Corrosion Resistant Equivalent (CRE), average 0.5 % (20% higher than the IS 1786- 2008).
 Highest resistance to FIRE as the micro alloys increase the Fire resistance equivalent.
 Reduced rate of corrosion of steel during and after the construction increases the life of the structure.
Increases the life of the structure by 3 times (with optimal construction practices).",,,,https://betterhomeapp.com/products/ars-crs-550d-tmt-bars
parryware-claret-wall-mixer-3-in-1-t0717a1,Parryware Claret Wall Mixer 3 in 1 T4617A1,Better Home,Hardware > Plumbing > Plumbing Fixtures,Bathroom Fittings,"Faucet, Sanitaryware, wall mixer",True,HAFA0889,0,4841,6480,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ClaretFaucet.jpg?v=1713883929,Parryware Claret Wall Mixer 3-in-1 is of the finest quality suited for Bathtub. Be rest assured to get the best in terms of both durability and performance. Buy original Parryware Wall Mixer 3-in-1 at wholesale prices from Better Home.,Parryware,"Aerator type : Honeycomb
 Application place : Bathtub
 Evershine
 Faucet type : Twin-lever
 Faucet type : Twin-lever
 Finish : Chrome
 Installation type : Wall-mounted",,Immediately return goods on delivery in case of any damages found.,10 year manufacturer warranty,https://betterhomeapp.com/products/parryware-claret-wall-mixer-3-in-1-t0717a1
parryware-half-pedestal-helix-c042j-wash-basin,Parryware Half Pedestal Helix C042J Wash Basin,Better Home,Home & Garden,Wash Basin,"Bathroom and Kitchen fixtures, Wash Basin, Wash Basins",True,Dummy,0,2650,3900,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Helixwashbasin.jpg?v=1713882499,,Parryware,"Dimension: 450 x 360 x 160 mm
 Installation type : Wall-hung
 Material : Vitreous china
 Overflow type : Standard
 Shape : Square
 Tap hole configuration :1 Tap hole in the middle",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/parryware-half-pedestal-helix-c042j-wash-basin
parryware-joy-c8917-single-piece-wc-s-trap,Parryware Joy C8917 Single Piece WC S Trap,Better Home,,Cistern,"Bathroom and Kitchen fixtures, Sanitaryware",True,SACO0001-01,0,10600,14490,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ParrywareJoy.jpg?v=1713881432,,Parryware,"Dimension : 660 x 350 x 700 mm
 Cistern included
 Comfort height
 Flushing system : Siphonic
 Flushing type : Dual flush 3/6 litres
 Installation type : Floorstanding
 Outlet type : Vertical
 Quick installation
 Rim type : Rimless
 S-Trap min setout (mm) : 290
 Seat and cover included
 Shape : Round
 Water inlet position : Bottom left",,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-joy-c8917-single-piece-wc-s-trap
faber-hood-cygnus-in-3d-hc-sc-fl-bk-75-cm-autoclean-filterless-chimney,Faber Hood Cygnus IN 3D HC SC FL BK 75 cm Autoclean Filterless Chimney,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances,Chimney,Electricals,True,KICH0004,0,23000,37000,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/image_4_990a434e-e923-484b-bc35-3a1ff07d5c22.png?v=1713878451,"The worlds only 6-way suction chimney that scoops out the smoke faster. Unique 3D Suction power gives you best in class Suction power. Gives you 25% higher suction area, 15% better grease reduction 10dBA Noise reduction. This Faber chimney price starts from 20,500. While the cost of faber chimney could vary in different websites, we ensure genuine price from Faber itself.Faber auto clean chimney is a popular product among the Faber 75 cm chimneys.We ensure the Faber kitchen chimney price fits your budget.",Faber,"This model is popular among those who are comfortable with advanced features like hand gestures.

Mounting Type : Wall Mounted
Width : 75Cm
Suction : 1400 m3/hr
Function Type : Heat Auto Clean
Filter Type : Filter Less
Finish : Black
Control : Touch With Gesture
LED : 1.5W Led
Product Dimension (WxDxH) (mm) : 750x415x470 mm

Equipped With Odour Sensor Which Will Sense Odour And Adjust Speed Of Chimney Automatically Remote Control, Auto clean Alarm, Soft-light",,Immediately return goods on delivery in case of any damages found.,"5 years on product, 12 years on motor manufacturer warranty",https://betterhomeapp.com/products/faber-hood-cygnus-in-3d-hc-sc-fl-bk-75-cm-autoclean-filterless-chimney
faber-hood-cygnus-in-3d-hc-sc-fl-bk-90cm-autoclean-filterless-chimney,Faber Hood Cygnus IN 3D HC SC FL BK 90 cm Autoclean Filterless Chimney,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances,Chimney,Electricals,True,KICH0005,0,25300,39000,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/MG_1878_8b3d588d-455c-4182-8141-f691362287e3.jpg?v=1713877897,"The worlds only 6-way suction chimney that scoops out the smoke faster. Unique 3D Suction power gives you best in class Suction power. Gives you 25% higher suction area, 15% better grease reduction 10dBA Noise reduction. This Faber chimney price starts from 24,500. While the cost of faber chimney could vary in different websites, we ensure genuine price from Faber itself.Faber auto clean chimney is a popular product among the Faber 75 cm chimneys.We ensure the Faber kitchen chimney price fits your budget.",Faber,"This model is popular among those who are comfortable with advanced features like hand gestures.

Mounting Type : Wall Mounted
Width : 90 Cm
Suction : 1400 m3/hr
Function Type : Heat Auto Clean
Filter Type : Filterless
Finish : Black
Control : Touch With Gesture
Light : 1.5W LED
Product Dimension (WxDxH) (mm) : 900x415x470 mm

Equipped With Odour Sensor Which Will Sense Odour And Adjust Speed Of Chimney Automatically Remote Control, Autoclean Alarm, Softlight",,Immediately return goods on delivery in case of any damages found.,"5 years on product, 12 years on motor manufacturer warranty",https://betterhomeapp.com/products/faber-hood-cygnus-in-3d-hc-sc-fl-bk-90cm-autoclean-filterless-chimney
fabe-hood-zenith-fl-sc-ac-bk-60-autoclean-filterless-60-cm-chimney,Faber Hood Zenith FL SC AC BK 60 Autoclean Filterless 60 cm Chimney,Better Home,Home & Garden > Kitchen & Dining > Kitchen Appliances,Chimney,Electricals,True,KICH0001,0,25500,34990,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/hood_zenith_fl_sc_ac_bk_60_1a5db8d6-cf6e-4bc8-bcdf-ab4371f501c0.jpg?v=1713842992,"This model is popular among elders who do not want advanced features like hand gestures and remote. Auto clean helps in getting rid of oil particles itself with one touch. It prevents oil and grease particles which affect the suction power of chimney. This Faber chimney price starts from 12,000. While the cost of faber chimney could vary in different websites, we ensure genuine price from Faber itself.Faber auto clean chimney is a popular product among the Faber 60 cm chimneys.We ensure the Faber kitchen chimney price fits your budget.",Faber,"This model is popular among youth who likes advanced features like hand gestures, etc.
This slant chimney is suitable for 2-4 burner stove with a suction capacity of 1350 m3/hr(for kitchen size from 100 to 200 soft and heavy frying/grilling.

Mounting Type : Wall Mounted
Width : 60Cm
Suction : 1350 m3/hr
Function Type : Heat Auto Clean
Filter Type : Filterless
Finish : Black Tempered Glass
Control : 3 Speed Gesture
Lamp: 2x 1.5W LED
Product Dimension (WxDxH) (mm) : 595x340x850 mm",,Immediately return goods on delivery in case of any damages found.,5 years on Product. 12 years on motor manufacturer warranty,https://betterhomeapp.com/products/fabe-hood-zenith-fl-sc-ac-bk-60-autoclean-filterless-60-cm-chimney
atomberg-renesa-energy-efficient-1200mm-ceiling-fan-with-bldc-motor-and-remote-copy,Atomberg Renesa Prime Remote 1200mm BLDC Motor 5 Star Rated Sleek Ceiling Fans with Remote,Better Home,Home & Garden > Household Appliances > Climate Control Appliances > Fans > Ceiling Fans,Ceiling Fan,"bldc fan, bldcfan, Ceiling Fan, energy efficient fan",True,ELCE1252-1,0,3450,5660,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/fangx24em7d84ekj_01.jpg?v=1713616114,"Atomberg Renesa Prime Remote saves Up To 1500/Year
 Led Indication for Speed
 Longer Blade Span
 Highest speed performance",Atomberg,"5 Star Rated
 Super-Efficient BLDC Motor 
 Runs 3 Times Longer on Inverter 
 Saves Up To 1500/Year
 Remote Controlled LED Light Inverter Compatible
 Longer Blade Span: 120 cm
 Air Delivery: 225 cmm
 Sweep size: 65 to 120 feet
 Up To 20 feet. Operable distance using remote
 Speed: 350 RPM
 Power Consumption: 35 Watts
 Input Voltage(V): 165-285
 No. Of Blades: 3
 Remote Control: Speed Control
 Included Components: Blade set- 1 Unit Remote 1 Unit motor box- 1 Unit canopies- 2 Units Down-rod- 1 Unit Shackle kit- 1 Unit User Manual & Warranty card - 1 Unit",,Immediately return goods on delivery in case of any damages found.,2 Year Manufacturer Warranty,https://betterhomeapp.com/products/atomberg-renesa-energy-efficient-1200mm-ceiling-fan-with-bldc-motor-and-remote-copy
zolon-aluminium-glass-railing-glass-balcony-railing-railing-with-glass-glass-balcony-handrail-or-glass-guardrail,"Zolon Aluminium Glass Railing, Glass Balcony Railing, Railing with Glass, Glass Balcony Handrail or Glass Guardrail",Better Home,Hardware > Building Materials > Handrails & Railing Systems,Glass,Home Decor,True,GLRA0002-2,0,950,2200,True,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/GLRA0002-Zolon-Glass-Staircase-Balcony-Railing-Better-Home-2.jpg?v=1713608644,"Gone are the days of heavy, opaque railings that confine your space. Glass railings, also known as glass guardrails, glass balcony railing, railings with glass, glass balcony handrail, glass guardrail, or glass with railings, offer a plethora of benefits, making them the go-to choice for homeowners and architects:",Zolon,"Make your home look like a VIP or a celebrity's bungalow by using the latest Aluminium Railing profiles. Stainless Steel (SS) Glass Railing have become very common. Aluminium profiles are the latest in trend.

 Frame Material - Aluminium
 mm thickness 
 Stronger than Stainless Steel
 3 feet high 10mm toughened glass for more safety
 Uses - Balcony, Stairs,Patios, Deck, Bridge
 Prices Per square feet; It is common to price in running feet which is 3 times the square feet price",,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/zolon-aluminium-glass-railing-glass-balcony-railing-railing-with-glass-glass-balcony-handrail-or-glass-guardrail
jsw-concreel-hd-cement-hdpe-bag,JSW Concreel HD Cement (HDPE Bag),Better Home,"Hardware > Building Consumables > Masonry Consumables > Cement, Mortar & Concrete Mixes",Cement,"Cement, Garden & Outdoor",True,HACE0001-24420050,0,320,0,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Jsw1.webp?v=1713414079,,JSW,"Green Product;
Most Durable In Concrete Mix;
Improved Early and Later Strength;
Quick Setting;
Superior Cohesion;
Chemical Resistance;
Quicker de-shuttering of structures;
Less susceptible to crack formation;
Increased life of the structure;
Initiation of hardening at the right time;
Ease of placement;
Less susceptible to chemical attacks;
Green product  conserves natural resources such as limestone and sand",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/jsw-concreel-hd-cement-hdpe-bag
ultratech-cement-ppc-portland-cement-50-kg-in-hdpe-bag,UltraTech Cement PPC (Portland Cement) 50 Kg in HDPE Bag,Better Home,"Hardware > Building Consumables > Masonry Consumables > Cement, Mortar & Concrete Mixes",Cement,"Cement, Garden & Outdoor",True,HACE0053-24466152,0,330,450,False,False,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/UltraTech_Cement_PPC_Portland_Cement_50_Kg_in_HDPE_Bag.webp?v=1727185984,"Buy original UltraTech cement from Better Home at wholesale prices. PPC cement also known as Portland Cement is commonly used in building construction. It comes in a laminated bag (HDPE) to protect from moisture. It is intimately blended or interground with pozzolanic materials such as fly ash, calcined clay, rice husk ash etc.",UltraTech Cement,"This price is for a minimum purchase of 100 bags.
Price will be 10 rupees cheaper for 300+ bags.
Unloading is usually 2.5 rupees per bag to be given directly to the unloading person.

Packing Type: HDPE Bag (Laminated bag)
Cement Grade: PPC
Weight: 50 Kg

The concrete produced by using Portland Pozzolana cement has high ultimate strength, is more durable, resists wet cracking, thermal cracking and has a high degree of cohesion and workability in concrete and mortar.",,Immediate return for damaged goods on delivery.,,https://betterhomeapp.com/products/ultratech-cement-ppc-portland-cement-50-kg-in-hdpe-bag
